datetime,recordid,login,department,location,ClientIP,clientpublicIP,serverip,requestmethod,requestsize,responsesize,transactionsize,url,refererURL,host,urlcategory,urlsupercategory,urlclass,action,reason,respcode,useragent,threatname,threatcategory,threatclass,appname,appclass,pagerisk,filetype,dlpengine,dlpdictionaries,contenttype,proto,devicehostname,deviceowner,totaltime,cachehit
2024-03-14 10:07:00,4836,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.37,93.184.78.103,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-37,j.okafor,49,TCP_MISS
2024-03-14 10:07:59,4837,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.38,93.184.173.95,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-38,j.okafor,281,TCP_MISS
2024-03-14 10:08:51,4699,s.patel,Marketing,HQ-SanFrancisco,10.12.4.102,198.51.100.100,93.184.128.50,GET,422,30437,30859,https://github.com/api/v2/items,,github.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,PATEL-LT-20,s.patel,81,TCP_MISS
2024-03-14 10:08:59,4838,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.39,93.184.18.178,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-39,j.okafor,10,TCP_HIT
2024-03-14 10:09:59,4839,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.40,93.184.14.165,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-40,j.okafor,26,TCP_MISS
2024-03-14 10:10:48,4639,m.chen,Finance,HQ-SanFrancisco,10.12.7.88,198.51.100.40,93.184.21.143,GET,1612,77479,79091,https://news.ycombinator.com/api/v2/items,,news.ycombinator.com,News and Media,News,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,CHEN-LT-40,m.chen,75,TCP_MISS
2024-03-14 10:11:01,4840,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.41,93.184.3.70,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-01,j.okafor,16,TCP_HIT
2024-03-14 10:11:17,4370,s.patel,Marketing,HQ-SanFrancisco,10.12.4.102,198.51.100.171,93.184.129.154,GET,1720,82202,83922,https://docs.google.com/api/v2/items,,docs.google.com,Web Based Productivity,Business,Business Use,Allowed,Not Found,404,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,PATEL-LT-11,s.patel,57,TCP_MISS
2024-03-14 10:11:23,4680,m.chen,Finance,HQ-SanFrancisco,10.12.7.88,198.51.100.81,93.184.76.240,GET,2363,49813,52176,https://stackoverflow.com/,,stackoverflow.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,CHEN-LT-01,m.chen,41,TCP_MISS
2024-03-14 10:11:49,4763,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.164,93.184.215.163,GET,419,40425,40844,https://linkedin.com/api/v2/items,,linkedin.com,Social Networking,Social,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,KIM-LT-04,d.kim,20,TCP_MISS
2024-03-14 10:11:59,4841,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.42,93.184.5.120,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-02,j.okafor,3,TCP_HIT
2024-03-14 10:13:00,4842,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.43,93.184.123.47,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-03,j.okafor,6,TCP_HIT
2024-03-14 10:13:28,4540,d.kim,Sales,HQ-SanFrancisco,10.12.7.23,198.51.100.141,93.184.73.59,GET,2005,28820,30825,https://news.ycombinator.com/search,,news.ycombinator.com,News and Media,News,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,KIM-LT-21,d.kim,44,TCP_MISS
2024-03-14 10:13:59,4843,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.44,93.184.18.16,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-04,j.okafor,3,TCP_HIT
2024-03-14 10:14:59,4844,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.45,93.184.200.67,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-05,j.okafor,24,TCP_MISS
2024-03-14 10:16:00,4845,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.46,93.184.48.120,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-06,j.okafor,13,TCP_HIT
2024-03-14 10:16:41,4725,l.novak,HR,HQ-SanFrancisco,10.12.9.14,198.51.100.126,93.184.143.8,GET,1421,7121,8542,https://github.com/search,,github.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,NOVAK-LT-06,l.novak,61,TCP_MISS
2024-03-14 10:17:00,4846,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.47,93.184.228.244,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-07,j.okafor,75,TCP_MISS
2024-03-14 10:17:29,4651,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.52,93.184.53.35,GET,2442,56826,59268,https://news.ycombinator.com/assets/app.js,,news.ycombinator.com,News and Media,News,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,OKAFOR-LT-12,j.okafor,63,TCP_MISS
2024-03-14 10:18:01,4847,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.48,93.184.241.15,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-08,j.okafor,23,TCP_MISS
2024-03-14 10:19:00,4848,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.49,93.184.166.152,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-09,j.okafor,94,TCP_MISS
2024-03-14 10:20:00,4384,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.185,93.184.110.186,GET,1799,33007,34806,https://docs.google.com/assets/app.js,,docs.google.com,Web Based Productivity,Business,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,OKAFOR-LT-25,j.okafor,11,TCP_MISS
2024-03-14 10:20:00,4849,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.50,93.184.140.40,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-10,j.okafor,21,TCP_MISS
2024-03-14 10:21:01,4850,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.51,93.184.154.114,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-11,j.okafor,9,TCP_HIT
2024-03-14 10:21:16,4438,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.39,93.184.159.177,GET,2147,65041,67188,https://github.com/api/v2/items,,github.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,OKAFOR-LT-39,j.okafor,51,TCP_MISS
2024-03-14 10:22:00,4851,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.52,93.184.141.143,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-12,j.okafor,14,TCP_MISS
2024-03-14 10:22:23,4519,s.patel,Marketing,HQ-SanFrancisco,10.12.4.102,198.51.100.120,93.184.92.65,GET,1590,19775,21365,https://aws.amazon.com/search,,aws.amazon.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,PATEL-LT-40,s.patel,73,TCP_MISS
2024-03-14 10:23:00,4852,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.53,93.184.94.233,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-13,j.okafor,35,TCP_MISS
2024-03-14 10:24:00,4853,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.54,93.184.167.80,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-14,j.okafor,3,TCP_HIT
2024-03-14 10:24:59,4854,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.55,93.184.232.141,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-15,j.okafor,96,TCP_MISS
2024-03-14 10:25:59,4855,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.56,93.184.161.201,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-16,j.okafor,45,TCP_MISS
2024-03-14 10:26:59,4856,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.57,93.184.54.18,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-17,j.okafor,11,TCP_HIT
2024-03-14 10:27:56,4423,s.patel,Marketing,HQ-SanFrancisco,10.12.4.102,198.51.100.24,93.184.52.55,GET,1433,24075,25508,https://news.ycombinator.com/search,,news.ycombinator.com,News and Media,News,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,PATEL-LT-24,s.patel,73,TCP_MISS
2024-03-14 10:28:00,4857,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.58,93.184.31.91,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-18,j.okafor,47,TCP_MISS
2024-03-14 10:28:56,4619,s.patel,Marketing,HQ-SanFrancisco,10.12.4.102,198.51.100.20,93.184.52.248,GET,1729,58531,60260,https://news.ycombinator.com/,,news.ycombinator.com,News and Media,News,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,PATEL-LT-20,s.patel,44,TCP_MISS
2024-03-14 10:28:59,4858,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.59,93.184.202.18,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-19,j.okafor,9,TCP_HIT
2024-03-14 10:30:00,4859,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.60,93.184.248.227,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-20,j.okafor,39,TCP_MISS
2024-03-14 10:30:22,4569,a.rivera,Engineering,HQ-SanFrancisco,10.12.4.31,198.51.100.170,93.184.69.150,GET,2235,19546,21781,https://github.com/assets/app.js,,github.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,RIVERA-LT-10,a.rivera,102,TCP_MISS
2024-03-14 10:31:00,4860,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.61,93.184.204.116,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-21,j.okafor,84,TCP_MISS
2024-03-14 10:32:01,4861,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.62,93.184.66.249,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-22,j.okafor,9,TCP_HIT
2024-03-14 10:33:00,4862,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.63,93.184.68.89,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-23,j.okafor,94,TCP_MISS
2024-03-14 10:34:00,4863,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.64,93.184.214.180,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-24,j.okafor,69,TCP_MISS
2024-03-14 10:34:59,4864,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.65,93.184.206.143,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-25,j.okafor,42,TCP_MISS
2024-03-14 10:36:00,4865,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.66,93.184.229.225,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-26,j.okafor,82,TCP_MISS
2024-03-14 10:37:00,4866,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.67,93.184.95.65,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-27,j.okafor,8,TCP_HIT
2024-03-14 10:38:01,4867,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.68,93.184.51.26,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-28,j.okafor,31,TCP_MISS
2024-03-14 10:38:14,4582,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.183,93.184.179.9,GET,1781,0,1781,https://slack.com/,,slack.com,Instant Messaging,Business,Business Use,Allowed,Allowed,304,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,OKAFOR-LT-23,j.okafor,68,TCP_MISS
2024-03-14 10:39:00,4868,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.69,93.184.191.79,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-29,j.okafor,7,TCP_MISS
2024-03-14 10:40:00,4869,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.70,93.184.169.170,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-30,j.okafor,31,TCP_MISS
2024-03-14 10:40:05,4635,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.36,93.184.144.24,GET,1814,0,1814,https://github.com/assets/app.js,,github.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,304,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,OKAFOR-LT-36,j.okafor,126,TCP_MISS
2024-03-14 10:41:00,4870,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.71,93.184.56.235,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-31,j.okafor,21,TCP_MISS
2024-03-14 10:41:59,4871,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.72,93.184.54.71,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-32,j.okafor,54,TCP_MISS
2024-03-14 10:42:16,4466,m.chen,Finance,HQ-SanFrancisco,10.12.7.88,198.51.100.67,93.184.151.30,GET,1965,32242,34207,https://linkedin.com/assets/app.js,,linkedin.com,Social Networking,Social,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,CHEN-LT-27,m.chen,3,TCP_HIT
2024-03-14 10:42:59,4872,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.73,93.184.66.174,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-33,j.okafor,66,TCP_MISS
2024-03-14 10:43:59,4873,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.74,93.184.246.212,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-34,j.okafor,132,TCP_MISS
2024-03-14 10:44:19,4420,l.novak,HR,HQ-SanFrancisco,10.12.9.14,198.51.100.21,93.184.83.44,GET,925,53643,54568,https://stackoverflow.com/assets/app.js,,stackoverflow.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,NOVAK-LT-21,l.novak,70,TCP_MISS
2024-03-14 10:44:49,4738,m.chen,Finance,HQ-SanFrancisco,10.12.7.88,198.51.100.139,93.184.59.212,GET,586,39084,39670,https://stackoverflow.com/search,,stackoverflow.com,Professional Services,Information Technology,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,CHEN-LT-19,m.chen,3,TCP_HIT
2024-03-14 10:44:59,4874,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.75,93.184.192.33,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-35,j.okafor,77,TCP_MISS
2024-03-14 10:46:01,4875,j.okafor,Engineering,HQ-SanFrancisco,10.12.4.55,198.51.100.76,93.184.92.218,GET,412,138,550,https://cdn-telemetry-sync.net/v1/ping,,cdn-telemetry-sync.net,Uncategorized,Uncategorized,Business Use,Allowed,Allowed,200,curl/8.4.0,,None,None,General Browsing,General Browsing,40,None,None,None,text/html,HTTPS,OKAFOR-LT-36,j.okafor,5,TCP_HIT
2024-03-14 10:46:48,4515,a.rivera,Engineering,HQ-SanFrancisco,10.12.4.31,198.51.100.116,93.184.163.10,GET,1130,38366,39496,https://news.ycombinator.com/,,news.ycombinator.com,News and Media,News,Business Use,Allowed,Allowed,200,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36",,None,None,General Browsing,General Browsing,0,None,None,None,text/html,HTTPS,RIVERA-LT-36,a.rivera,18,TCP_MISS
