cip	user	dept	httpmethod	requesturl	hostname	statuscode	eventtime	sentbytes	receivedbytes	category	policyaction	blockreason	timetaken	tcpstatus	useragentheader	malwarename
10.12.4.102	s.patel	Marketing	GET	https://news.ycombinator.com/	news.ycombinator.com	200	2024-03-14T11:34:37Z	2051	48254	News and Media	Allowed	Allowed	77	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://salesforce.com/	salesforce.com	200	2024-03-14T11:35:37Z	1542	19162	Business Applications	Allowed	Allowed	33	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://stackoverflow.com/search	stackoverflow.com	204	2024-03-14T11:36:02Z	837	0	Professional Services	Allowed	Allowed	18	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://outlook.office365.com/assets/app.js	outlook.office365.com	200	2024-03-14T11:37:14Z	756	49258	Webmail	Allowed	Allowed	57	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.23	d.kim	Sales	GET	https://linkedin.com/search	linkedin.com	200	2024-03-14T11:38:09Z	618	52397	Social Networking	Allowed	Allowed	86	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://stackoverflow.com/	stackoverflow.com	200	2024-03-14T11:38:19Z	746	31197	Professional Services	Allowed	Allowed	39	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://aws.amazon.com/assets/app.js	aws.amazon.com	200	2024-03-14T11:41:19Z	383	49502	Professional Services	Allowed	Allowed	137	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.23	d.kim	Sales	GET	https://salesforce.com/	salesforce.com	404	2024-03-14T11:42:47Z	1687	81395	Business Applications	Allowed	Not Found	53	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://outlook.office365.com/api/v2/items	outlook.office365.com	200	2024-03-14T11:43:02Z	2080	68695	Webmail	Allowed	Allowed	5	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://linkedin.com/search	linkedin.com	200	2024-03-14T11:46:04Z	2130	80233	Social Networking	Allowed	Allowed	23	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.23	d.kim	Sales	GET	https://outlook.office365.com/	outlook.office365.com	200	2024-03-14T11:47:50Z	1844	56237	Webmail	Allowed	Allowed	28	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://outlook.office365.com/search	outlook.office365.com	200	2024-03-14T11:48:56Z	986	63328	Webmail	Allowed	Allowed	75	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://linkedin.com/assets/app.js	linkedin.com	200	2024-03-14T11:52:56Z	1640	43931	Social Networking	Allowed	Allowed	46	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.23	d.kim	Sales	GET	https://news.ycombinator.com/search	news.ycombinator.com	200	2024-03-14T11:56:14Z	2011	27206	News and Media	Allowed	Allowed	10	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://linkedin.com/	linkedin.com	200	2024-03-14T11:56:49Z	2009	2034	Social Networking	Allowed	Allowed	2	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://aws.amazon.com/	aws.amazon.com	304	2024-03-14T11:57:51Z	1922	0	Professional Services	Allowed	Allowed	54	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://news.ycombinator.com/search	news.ycombinator.com	200	2024-03-14T11:58:12Z	1763	12437	News and Media	Allowed	Allowed	4	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://stackoverflow.com/search	stackoverflow.com	200	2024-03-14T11:58:37Z	545	23020	Professional Services	Allowed	Allowed	80	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://docs.google.com/	docs.google.com	200	2024-03-14T12:01:16Z	480	67967	Web Based Productivity	Allowed	Allowed	176	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://linkedin.com/search	linkedin.com	200	2024-03-14T12:01:43Z	686	25321	Social Networking	Allowed	Allowed	41	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://aws.amazon.com/api/v2/items	aws.amazon.com	200	2024-03-14T12:05:15Z	2089	34465	Professional Services	Allowed	Allowed	56	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://linkedin.com/assets/app.js	linkedin.com	200	2024-03-14T12:06:09Z	1882	54936	Social Networking	Allowed	Allowed	56	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://outlook.office365.com/assets/app.js	outlook.office365.com	200	2024-03-14T12:08:57Z	1893	58694	Webmail	Allowed	Allowed	9	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://docs.google.com/search	docs.google.com	200	2024-03-14T12:09:28Z	603	66739	Web Based Productivity	Allowed	Allowed	36	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://docs.google.com/api/v2/items	docs.google.com	200	2024-03-14T12:11:24Z	1907	8867	Web Based Productivity	Allowed	Allowed	8	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://slack.com/assets/app.js	slack.com	200	2024-03-14T12:14:01Z	1017	40834	Instant Messaging	Allowed	Allowed	103	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://docs.google.com/api/v2/items	docs.google.com	200	2024-03-14T12:16:42Z	2314	68863	Web Based Productivity	Allowed	Allowed	120	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://github.com/search	github.com	200	2024-03-14T12:17:18Z	2240	10999	Professional Services	Allowed	Allowed	32	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://salesforce.com/	salesforce.com	200	2024-03-14T12:20:03Z	1604	70606	Business Applications	Allowed	Allowed	38	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://slack.com/api/v2/items	slack.com	200	2024-03-14T12:20:10Z	2193	52306	Instant Messaging	Allowed	Allowed	24	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://aws.amazon.com/search	aws.amazon.com	304	2024-03-14T12:23:28Z	2215	0	Professional Services	Allowed	Allowed	15	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://salesforce.com/assets/app.js	salesforce.com	200	2024-03-14T12:23:42Z	575	19628	Business Applications	Allowed	Allowed	54	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://docs.google.com/search	docs.google.com	404	2024-03-14T12:26:32Z	465	86726	Web Based Productivity	Allowed	Not Found	19	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://github.com/search	github.com	200	2024-03-14T12:27:22Z	2430	25464	Professional Services	Allowed	Allowed	59	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.23	d.kim	Sales	GET	https://github.com/api/v2/items	github.com	200	2024-03-14T12:28:30Z	874	61726	Professional Services	Allowed	Allowed	56	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://stackoverflow.com/	stackoverflow.com	200	2024-03-14T12:28:38Z	1131	3641	Professional Services	Allowed	Allowed	40	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://stackoverflow.com/search	stackoverflow.com	200	2024-03-14T12:28:59Z	1297	76093	Professional Services	Allowed	Allowed	4	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET
10.12.4.31	a.rivera	Engineering	GET	https://stackoverflow.com/api/v2/items	stackoverflow.com	200	2024-03-14T12:29:47Z	1629	12752	Professional Services	Allowed	Allowed	38	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://linkedin.com/api/v2/items	linkedin.com	200	2024-03-14T12:30:38Z	2342	43176	Social Networking	Allowed	Allowed	140	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://slack.com/assets/app.js	slack.com	200	2024-03-14T12:33:27Z	2148	17677	Instant Messaging	Allowed	Allowed	76	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://linkedin.com/	linkedin.com	200	2024-03-14T12:33:48Z	2074	50943	Social Networking	Allowed	Allowed	21	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://slack.com/search	slack.com	200	2024-03-14T12:34:05Z	404	44613	Instant Messaging	Allowed	Allowed	83	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://github.com/assets/app.js	github.com	200	2024-03-14T12:37:00Z	1103	79208	Professional Services	Allowed	Allowed	5	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://outlook.office365.com/	outlook.office365.com	200	2024-03-14T12:38:44Z	1450	82982	Webmail	Allowed	Allowed	45	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://linkedin.com/assets/app.js	linkedin.com	200	2024-03-14T12:40:24Z	1050	61099	Social Networking	Allowed	Allowed	4	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://aws.amazon.com/assets/app.js	aws.amazon.com	200	2024-03-14T12:40:32Z	1072	15265	Professional Services	Allowed	Allowed	3	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://linkedin.com/assets/app.js	linkedin.com	200	2024-03-14T12:41:38Z	2180	76725	Social Networking	Allowed	Allowed	96	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://linkedin.com/api/v2/items	linkedin.com	200	2024-03-14T12:42:27Z	1850	7678	Social Networking	Allowed	Allowed	11	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://salesforce.com/	salesforce.com	304	2024-03-14T12:44:25Z	1130	0	Business Applications	Allowed	Allowed	78	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://docs.google.com/	docs.google.com	200	2024-03-14T12:45:05Z	2472	33022	Web Based Productivity	Allowed	Allowed	39	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://linkedin.com/search	linkedin.com	401	2024-03-14T12:46:58Z	2313	83126	Social Networking	Allowed	Authentication Required	5	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://github.com/assets/app.js	github.com	200	2024-03-14T12:46:59Z	2023	32456	Professional Services	Allowed	Allowed	83	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://news.ycombinator.com/	news.ycombinator.com	200	2024-03-14T12:48:43Z	894	35252	News and Media	Allowed	Allowed	29	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://outlook.office365.com/search	outlook.office365.com	200	2024-03-14T12:51:45Z	2374	85836	Webmail	Allowed	Allowed	70	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://stackoverflow.com/	stackoverflow.com	200	2024-03-14T12:55:04Z	2138	11041	Professional Services	Allowed	Allowed	104	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://aws.amazon.com/search	aws.amazon.com	200	2024-03-14T12:59:18Z	398	36536	Professional Services	Allowed	Allowed	31	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://aws.amazon.com/search	aws.amazon.com	200	2024-03-14T13:01:08Z	1431	45232	Professional Services	Allowed	Allowed	20	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://linkedin.com/search	linkedin.com	200	2024-03-14T13:02:38Z	796	29620	Social Networking	Allowed	Allowed	33	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://outlook.office365.com/api/v2/items	outlook.office365.com	200	2024-03-14T13:03:18Z	1674	4502	Webmail	Allowed	Allowed	12	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://aws.amazon.com/	aws.amazon.com	204	2024-03-14T13:03:28Z	834	0	Professional Services	Allowed	Allowed	108	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://linkedin.com/assets/app.js	linkedin.com	200	2024-03-14T13:08:40Z	1780	21558	Social Networking	Allowed	Allowed	40	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.23	d.kim	Sales	GET	https://news.ycombinator.com/api/v2/items	news.ycombinator.com	200	2024-03-14T13:09:45Z	494	27985	News and Media	Allowed	Allowed	31	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.23	d.kim	Sales	GET	https://news.ycombinator.com/search	news.ycombinator.com	200	2024-03-14T13:10:53Z	1028	24665	News and Media	Allowed	Allowed	16	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://outlook.office365.com/search	outlook.office365.com	200	2024-03-14T13:12:26Z	381	59516	Webmail	Allowed	Allowed	21	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://github.com/	github.com	200	2024-03-14T13:12:58Z	908	42435	Professional Services	Allowed	Allowed	69	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://linkedin.com/api/v2/items	linkedin.com	200	2024-03-14T13:15:37Z	1986	33286	Social Networking	Allowed	Allowed	27	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://news.ycombinator.com/search	news.ycombinator.com	200	2024-03-14T13:17:03Z	425	81637	News and Media	Allowed	Allowed	13	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://docs.google.com/search	docs.google.com	200	2024-03-14T13:18:04Z	1603	11259	Web Based Productivity	Allowed	Allowed	86	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://docs.google.com/	docs.google.com	200	2024-03-14T13:19:24Z	2394	58458	Web Based Productivity	Allowed	Allowed	13	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://stackoverflow.com/assets/app.js	stackoverflow.com	200	2024-03-14T13:19:40Z	1812	11103	Professional Services	Allowed	Allowed	28	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://github.com/assets/app.js	github.com	200	2024-03-14T13:20:18Z	338	78574	Professional Services	Allowed	Allowed	60	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://news.ycombinator.com/assets/app.js	news.ycombinator.com	200	2024-03-14T13:20:51Z	784	51922	News and Media	Allowed	Allowed	89	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.23	d.kim	Sales	GET	https://slack.com/search	slack.com	200	2024-03-14T13:22:53Z	1742	89358	Instant Messaging	Allowed	Allowed	4	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://outlook.office365.com/assets/app.js	outlook.office365.com	200	2024-03-14T13:23:31Z	324	8135	Webmail	Allowed	Allowed	33	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://aws.amazon.com/assets/app.js	aws.amazon.com	301	2024-03-14T13:23:42Z	310	69497	Professional Services	Allowed	Allowed	55	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.55	j.okafor	Engineering	GET	https://linkedin.com/search	linkedin.com	200	2024-03-14T13:24:30Z	1106	20045	Social Networking	Allowed	Allowed	83	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.31	a.rivera	Engineering	GET	https://outlook.office365.com/assets/app.js	outlook.office365.com	200	2024-03-14T13:25:03Z	428	27191	Webmail	Allowed	Allowed	31	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://linkedin.com/assets/app.js	linkedin.com	200	2024-03-14T13:27:16Z	1180	82395	Social Networking	Allowed	Allowed	32	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://slack.com/api/v2/items	slack.com	200	2024-03-14T13:28:12Z	2475	82066	Instant Messaging	Allowed	Allowed	22	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.9.14	l.novak	HR	GET	https://news.ycombinator.com/api/v2/items	news.ycombinator.com	200	2024-03-14T13:29:41Z	1489	8467	News and Media	Allowed	Allowed	3	TCP_HIT	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://salesforce.com/search	salesforce.com	200	2024-03-14T13:30:17Z	2191	29568	Business Applications	Allowed	Allowed	43	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.88	m.chen	Finance	GET	https://slack.com/assets/app.js	slack.com	200	2024-03-14T13:32:06Z	2137	88035	Instant Messaging	Allowed	Allowed	28	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.7.23	d.kim	Sales	GET	https://linkedin.com/assets/app.js	linkedin.com	200	2024-03-14T13:32:12Z	709	42329	Social Networking	Allowed	Allowed	44	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
10.12.4.102	s.patel	Marketing	GET	https://aws.amazon.com/search	aws.amazon.com	200	2024-03-14T13:33:53Z	1726	57566	Professional Services	Allowed	Allowed	28	TCP_MISS	Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/131.0.0.0 Safari/537.36	
